City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Rabo De Peixe,PT,37.8,-25.5833,58.51,77,20,11.5,few clouds
347,Kidal,ML,18.4411,1.4078,77.9,17,91,10.25,overcast clouds
348,Northam,GB,51.0333,-4.2167,49.39,91,13,12.86,few clouds
349,Laizhou,CN,37.1717,119.9214,56.73,42,100,4.54,overcast clouds
350,Nanakuli,US,21.3906,-158.1547,80.55,64,100,6.91,overcast clouds
351,Ous,RU,60.9058,61.5186,20.86,91,11,5.61,few clouds
352,Ust-Maya,RU,60.4167,134.5333,25.99,76,42,4.76,scattered clouds
353,Cedar City,US,37.6775,-113.0619,70.77,13,0,14.97,clear sky
354,Cangzhou,CN,38.3167,116.8667,55.49,36,89,3.89,overcast clouds
355,Hasaki,JP,35.7333,140.8333,63.28,65,74,9.55,broken clouds
356,Vaitape,PF,-16.5167,-151.75,81.01,72,34,9.19,light rain
357,Fairbanks,US,64.8378,-147.7164,39.2,25,0,9.22,clear sky
358,Tommot,RU,58.9564,126.2925,26.24,71,100,4.56,overcast clouds
359,Lompoc,US,34.6391,-120.4579,72.7,65,0,25.01,clear sky
360,Tilichiki,RU,60.4667,166.1,22.32,82,42,6.08,scattered clouds
361,Novoagansk,RU,61.9449,76.6625,3.47,99,69,3.56,broken clouds
362,Yenagoa,NG,4.9247,6.2642,77.85,91,85,4.79,light rain
363,Palmer,US,42.1584,-72.3287,45.01,44,40,9.22,scattered clouds
364,Madarounfa,NE,13.3087,7.156,90.12,13,98,5.91,overcast clouds
365,Sao Joao Da Barra,BR,-21.6403,-41.0511,70.61,74,2,10.36,clear sky
366,Ati,TD,13.2154,18.3353,89.62,35,57,7.23,broken clouds
367,Nhamunda,BR,-2.1861,-56.7131,75.65,95,95,0.51,overcast clouds
368,Makasar,ID,-5.14,119.4221,77.05,100,20,2.3,few clouds
369,Rocha,UY,-34.4833,-54.3333,58.93,87,100,5.57,moderate rain
370,Pahalgam,IN,34.0333,75.3333,41.11,55,6,10.94,clear sky
371,San Policarpo,PH,12.1791,125.5072,81.7,70,95,11.03,overcast clouds
372,Surin,TH,14.8818,103.4936,75.58,82,100,8.28,overcast clouds
373,Mananjary,MG,-21.2167,48.3333,72.45,93,18,2.73,light rain
374,Jasper,US,37.2001,-94.3502,47.88,84,100,9.22,overcast clouds
375,Hambantota,LK,6.1241,81.1185,79.38,85,87,8.9,overcast clouds
376,Tefe,BR,-3.3542,-64.7114,80.71,94,40,3.44,scattered clouds
377,Sitka,US,57.0531,-135.33,48.09,49,75,6.91,broken clouds
378,Harper,LR,4.375,-7.7169,77.18,85,100,0.18,overcast clouds
379,Mastic Beach,US,40.7668,-72.8521,48.04,39,20,14.97,few clouds
380,Fengrun,CN,39.8333,118.1167,56.97,33,91,6.24,overcast clouds
381,Axim,GH,4.8699,-2.2405,79.54,85,86,9.57,overcast clouds
382,Abancay,PE,-13.6339,-72.8814,59.95,80,24,4.05,few clouds
383,Kenai,US,60.5544,-151.2583,46.02,52,100,3.44,overcast clouds
384,Tura,IN,25.5198,90.2201,67.3,84,0,5.37,clear sky
385,Pedernales,DO,18.0384,-71.744,81.25,66,95,16.28,overcast clouds
386,Ambon,ID,-3.6954,128.1814,82.54,78,40,5.75,scattered clouds
387,Deputatskiy,RU,69.3,139.9,4.91,96,99,3.29,overcast clouds
388,Changji,CN,44.0167,87.3167,56.19,18,0,4.47,clear sky
389,Arcachon,FR,44.5875,-1.0519,53.65,94,0,5.75,clear sky
390,Ferkessedougou,CI,9.6,-5.2,79.7,67,97,5.14,overcast clouds
391,Shache,CN,38.4167,77.2406,56.86,19,46,6.08,scattered clouds
392,Tazovskiy,RU,67.4667,78.7,7.54,96,93,10.11,overcast clouds
393,Hornepayne,CA,49.2138,-84.7705,32.63,67,100,3.31,overcast clouds
394,Belmonte,BR,-15.8631,-38.8828,76.21,82,100,15.88,overcast clouds
395,Colborne,CA,44.0001,-77.8828,48.58,60,81,10.89,broken clouds
396,Sorland,NO,67.667,12.6934,42.89,83,100,17.22,overcast clouds
397,Noumea,NC,-22.2763,166.4572,82.38,99,9,4.36,clear sky
398,Tibu,CO,8.639,-72.7358,74.66,93,68,0.72,broken clouds
399,Nyurba,RU,63.2842,118.3319,35.51,99,100,9.8,overcast clouds
400,Mount Vernon,US,40.9126,-73.8371,48.43,39,40,18.41,scattered clouds
401,Grindavik,IS,63.8424,-22.4338,41.47,70,75,8.05,broken clouds
402,Nemuro,JP,43.3236,145.575,41.65,81,52,9.24,broken clouds
403,Mongo,TD,12.1844,18.693,87.31,38,49,3.27,scattered clouds
404,Necochea,AR,-38.5473,-58.7368,61.23,81,82,10.27,broken clouds
405,Wanlaweyn,SO,2.6185,44.8938,81.93,74,91,12.21,overcast clouds
406,Port Hawkesbury,CA,45.6169,-61.3485,38.91,86,0,11.5,clear sky
407,Chingirlau,KZ,51.095,54.0814,50.83,49,73,7.63,broken clouds
408,Bristol,US,41.8334,-71.1662,46.44,54,0,8.05,clear sky
409,Newport,GB,51.5877,-2.9984,51.35,85,75,10.58,broken clouds
410,Port Elizabeth,ZA,-33.918,25.5701,63.32,97,75,12.66,heavy intensity rain
411,Salinopolis,BR,-0.6136,-47.3561,78.15,87,100,7.14,moderate rain
412,Pacifica,US,37.6138,-122.4869,66.61,65,20,23.02,few clouds
413,Ambilobe,MG,-13.2,49.05,71.87,90,50,3.18,scattered clouds
414,Saint Pete Beach,US,27.7253,-82.7412,82.42,70,0,9.22,clear sky
415,Camacari,BR,-12.6975,-38.3242,78.57,95,100,2.77,light rain
416,Paamiut,GL,61.994,-49.6678,26.38,81,99,1.43,overcast clouds
417,Jacqueville,CI,5.2052,-4.4146,79.56,84,100,8.08,overcast clouds
418,Kuruman,ZA,-27.4524,23.4325,58.12,74,46,9.15,scattered clouds
419,Shirokiy,RU,49.758,129.523,37.65,57,25,3.22,scattered clouds
420,Pangkalanbuun,ID,-2.6833,111.6167,75.13,91,88,1.41,overcast clouds
421,Half Moon Bay,US,37.4636,-122.4286,66.9,61,0,23.02,clear sky
422,Brodokalmak,RU,55.5748,62.082,38.3,81,100,5.57,overcast clouds
423,Algiers,DZ,36.7525,3.042,53.42,88,0,0.0,clear sky
424,Nogliki,RU,51.8333,143.1667,29.1,90,98,6.89,overcast clouds
425,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,34.39,41,0,6.71,clear sky
426,Haines Junction,CA,60.7522,-137.5108,33.75,27,87,6.91,overcast clouds
427,Dali,CN,25.7,100.1833,53.31,73,53,3.09,broken clouds
428,Inirida,CO,3.8653,-67.9239,75.2,95,96,3.56,overcast clouds
429,Mahina,PF,-17.5065,-149.489,85.77,62,40,10.36,scattered clouds
430,Cacoal,BR,-11.4386,-61.4472,74.34,94,100,2.89,overcast clouds
431,Victor Harbor,AU,-35.5667,138.6167,61.0,85,100,12.95,overcast clouds
432,Englewood,US,39.6478,-104.9878,69.08,26,40,21.85,scattered clouds
433,Chernyshevskiy,RU,63.0128,112.4714,29.62,83,88,14.65,overcast clouds
434,Hobyo,SO,5.3505,48.5268,82.98,77,66,14.05,light rain
435,Dhekiajuli,IN,26.7,92.5,66.79,91,51,14.88,broken clouds
436,Smithers,CA,54.7804,-127.1743,50.32,18,40,2.3,scattered clouds
437,Shellbrook,CA,53.2168,-106.4011,34.83,67,94,3.02,overcast clouds
438,Pemangkat,ID,1.1667,108.9667,78.31,88,62,6.31,light rain
439,Midland,US,31.9974,-102.0779,90.81,5,0,10.36,clear sky
440,Naryan-Mar,RU,67.6713,53.087,32.72,99,100,8.66,overcast clouds
441,Marsh Harbour,BS,26.5412,-77.0636,76.62,78,55,13.04,broken clouds
442,Hay River,CA,60.8156,-115.7999,13.98,44,20,5.75,few clouds
443,Camacha,PT,33.0833,-16.3333,58.42,88,20,14.97,few clouds
444,Talnakh,RU,69.4865,88.3972,4.21,97,100,4.88,light snow
445,Kirkenes,NO,69.7271,30.0458,38.35,87,75,5.75,broken clouds
446,Gainesville,US,29.6516,-82.3248,73.02,85,0,8.05,clear sky
447,Sola,VU,-13.8833,167.55,82.06,72,68,5.12,broken clouds
448,Koslan,RU,63.4564,48.8989,33.4,98,100,5.86,light snow
449,Berlevag,NO,70.8578,29.0864,41.0,95,100,18.37,overcast clouds
450,Dolores,AR,-36.3132,-57.6792,57.87,90,99,6.96,overcast clouds
451,Ankang,CN,32.68,109.0172,52.77,78,100,1.77,overcast clouds
452,Dehloran,IR,32.6941,47.2679,73.04,19,0,12.39,clear sky
453,Evensk,RU,61.95,159.2333,30.25,78,99,0.83,overcast clouds
454,Samarai,PG,-10.6167,150.6667,82.09,79,100,10.71,moderate rain
455,Puerto Barrios,GT,15.7167,-88.6,86.14,70,40,9.22,scattered clouds
456,Banikoara,BJ,11.2985,2.4386,88.21,15,97,7.05,overcast clouds
457,Conde,BR,-7.2597,-34.9075,78.26,94,20,4.61,few clouds
458,Bonfim,BR,3.0833,-59.95,84.51,54,77,9.98,broken clouds
459,Sistranda,NO,63.7256,8.834,44.56,80,86,4.25,overcast clouds
460,Pangnirtung,CA,66.1451,-65.7125,-5.24,100,100,5.88,overcast clouds
461,Mareeba,AU,-17.0,145.4333,77.67,72,99,4.97,overcast clouds
462,Talaya,RU,61.3833,152.75,12.74,80,100,0.63,overcast clouds
463,Portobelo,PA,9.55,-79.65,81.95,84,100,5.75,overcast clouds
464,Lorengau,PG,-2.0226,147.2712,83.08,79,61,6.93,broken clouds
465,Punta Alta,AR,-38.8759,-62.0736,62.02,67,71,8.75,broken clouds
466,Saint Anthony,US,45.0205,-93.218,37.33,90,100,8.05,light snow
467,La Asuncion,VE,11.0333,-63.8628,80.33,78,100,18.41,overcast clouds
468,Conselheiro Pena,BR,-19.1722,-41.4722,69.6,88,58,3.27,broken clouds
469,Port Blair,IN,11.6667,92.75,77.04,94,20,2.3,mist
470,Baherden,TM,38.4362,57.4316,54.59,77,98,4.65,overcast clouds
471,Manokwari,ID,-0.8667,134.0833,82.98,67,97,2.57,overcast clouds
472,Jalu,LY,29.0331,21.5482,62.29,73,98,15.01,overcast clouds
473,Seoul,KR,37.5683,126.9778,53.2,56,75,4.61,broken clouds
474,Ribeira Brava,PT,32.65,-17.0667,66.83,53,96,13.38,overcast clouds
475,Hazorasp,UZ,41.3194,61.0742,55.24,44,100,13.82,overcast clouds
476,San Javier,ES,37.8063,-0.8374,62.22,83,65,3.44,broken clouds
477,Kapoeta,SS,4.7717,33.5903,79.84,55,99,3.87,light rain
478,Tual,ID,-5.6667,132.75,84.4,73,100,9.57,overcast clouds
479,Imbituba,BR,-28.24,-48.6703,65.35,71,26,1.66,scattered clouds
480,Hundorp,NO,61.5552,9.9407,34.3,91,88,1.25,overcast clouds
481,Juarez,MX,31.7333,-106.4833,88.99,14,40,14.97,scattered clouds
482,Carmarthen,GB,51.8555,-4.3054,49.95,93,40,20.71,scattered clouds
483,Innisfail,AU,-17.5333,146.0333,77.58,78,100,6.8,overcast clouds
484,San Carlos De Bariloche,AR,-41.1456,-71.3082,55.15,62,75,3.44,broken clouds
485,Ingham,US,42.6,-84.3833,43.18,51,28,6.55,scattered clouds
486,Flin Flon,CA,54.7682,-101.865,33.64,27,75,4.61,light snow
487,Buturlinovka,RU,50.8239,40.6092,49.05,89,100,7.34,overcast clouds
488,Portland,US,45.5234,-122.6762,60.91,45,100,8.05,overcast clouds
489,Visnes,NO,59.3556,5.2242,44.22,75,68,12.66,broken clouds
490,Westport,US,41.1415,-73.3579,47.82,40,40,13.8,scattered clouds
491,Troitsko-Pechorsk,RU,62.7084,56.1964,21.72,95,88,4.81,overcast clouds
492,Lyubashivka,UA,47.8372,30.2598,34.59,81,85,9.91,overcast clouds
493,Nan,TH,18.8333,100.6667,71.62,94,75,6.91,broken clouds
494,Srivardhan,IN,18.0333,73.0167,78.22,74,1,0.78,clear sky
495,Niny,RU,44.4878,43.9489,44.71,86,34,6.42,scattered clouds
496,Poum,NC,-20.2333,164.0167,75.61,76,93,0.92,overcast clouds
497,Svetlogorsk,BY,52.6333,29.7333,33.75,95,93,10.96,overcast clouds
498,Teguldet,RU,57.3064,88.1667,34.92,77,90,8.57,overcast clouds
499,Gat,IL,31.61,34.7642,88.48,14,14,18.16,few clouds
500,Greeneville,US,36.1632,-82.831,62.74,34,75,10.36,broken clouds
501,Zhangye,CN,38.9342,100.4517,45.55,29,2,5.97,clear sky
502,Kisangani,CD,0.5167,25.2,71.76,77,53,1.97,broken clouds
503,Dosso,NE,13.049,3.1937,84.16,11,51,8.84,broken clouds
504,Coahuayana,MX,18.7333,-103.6833,81.21,63,78,5.1,broken clouds
505,Scarborough,GB,54.2797,-0.4044,52.65,69,99,11.99,overcast clouds
506,Labuhan,ID,-6.8844,112.2051,80.85,85,44,4.41,scattered clouds
507,Duluth,US,46.7833,-92.1066,33.06,74,75,17.27,haze
508,Carbondale,US,37.7273,-89.2168,50.29,61,100,10.36,overcast clouds
509,Eyl,SO,7.9803,49.8164,81.7,82,47,7.72,scattered clouds
510,Sungairaya,ID,0.7,108.9,79.77,87,84,5.86,light rain
511,Meulaboh,ID,4.1363,96.1285,77.61,89,98,3.38,overcast clouds
512,Gunnedah,AU,-30.9833,150.25,69.76,45,26,1.34,scattered clouds
513,Hualmay,PE,-11.0964,-77.6139,66.36,86,7,10.8,clear sky
514,Fallon,US,39.4735,-118.7774,71.47,8,20,3.44,few clouds
515,Mpophomeni,ZA,-29.5682,30.1862,51.51,95,100,2.8,overcast clouds
516,Manoel Urbano,BR,-8.8389,-69.2597,72.81,98,60,2.46,broken clouds
517,Ulladulla,AU,-35.35,150.4667,70.7,50,96,4.41,overcast clouds
518,Peleduy,RU,59.6289,112.7406,40.77,94,99,10.78,overcast clouds
519,Punto Fijo,VE,11.6956,-70.1996,80.58,75,100,15.57,overcast clouds
520,Terney,RU,45.0503,136.6092,45.75,45,93,5.75,overcast clouds
521,Alyangula,AU,-13.8483,136.4192,78.67,94,100,0.0,light rain
522,Peru,US,40.7537,-86.0689,47.79,48,92,11.36,overcast clouds
523,Kirakira,SB,-10.4544,161.9205,85.19,67,90,8.5,overcast clouds
524,Port Macquarie,AU,-31.4333,152.9167,66.43,78,16,4.12,few clouds
525,Mayumba,GA,-3.432,10.6554,77.32,92,100,3.94,overcast clouds
526,Souillac,MU,-20.5167,57.5167,77.38,94,75,5.75,light intensity shower rain
527,Kailua,US,21.4022,-157.7394,80.58,78,23,8.01,few clouds
528,Pandhurna,IN,21.6,78.5167,84.11,17,1,8.21,clear sky
529,Vrangel,RU,42.7297,133.0839,45.86,62,50,4.88,scattered clouds
530,Virginia Beach,US,36.8529,-75.978,57.22,71,20,11.5,few clouds
531,Vao,NC,-22.6667,167.4833,76.84,71,37,3.6,scattered clouds
532,Mbekenyera,TZ,-10.0,38.9833,69.35,97,9,3.6,clear sky
533,Ayan,RU,56.45,138.1667,29.26,80,91,4.52,overcast clouds
534,Syamzha,RU,60.0158,41.0614,29.95,95,100,3.83,overcast clouds
535,Slavyanka,RU,42.8633,131.3847,46.38,37,71,10.27,broken clouds
536,Tramore,IE,52.1624,-7.1524,45.48,73,9,3.0,clear sky
537,Pacific Grove,US,36.6177,-121.9166,66.02,68,0,11.5,clear sky
538,Manaure,CO,11.7751,-72.4445,83.93,63,100,12.64,overcast clouds
539,Porto Santo,PT,33.072,-16.3415,61.18,88,20,14.97,few clouds
540,Copiapo,CL,-27.3667,-70.3333,56.89,61,0,2.71,clear sky
541,Verkhnyaya Inta,RU,65.9811,60.3094,28.72,94,82,13.38,broken clouds
542,Catamarca,AR,-28.4696,-65.7852,65.59,69,15,9.89,few clouds
543,Helong,CN,42.5397,128.9972,46.87,38,93,4.45,overcast clouds
544,Hare Bay,CA,48.8499,-54.0148,47.55,91,94,12.66,overcast clouds
545,Bokoro,TD,12.3807,17.0568,88.77,34,58,5.44,broken clouds
546,Kargasok,RU,59.0556,80.8572,26.24,82,17,8.37,few clouds
547,Serra Branca,BR,-6.5333,-38.2667,75.83,78,79,5.28,broken clouds
548,Deniliquin,AU,-35.5333,144.9667,70.61,39,100,6.42,overcast clouds
549,Gonaives,HT,19.45,-72.6833,78.64,68,54,7.94,broken clouds
550,Mahanoro,MG,-19.9,48.8,73.78,89,47,1.61,light rain
551,Wiang Sa,TH,8.6359,99.3666,80.85,89,58,1.57,broken clouds
552,Vicuna,CL,-30.0319,-70.7081,70.77,40,0,3.33,clear sky
553,Sibu,MY,2.3,111.8167,75.51,100,40,2.3,scattered clouds
554,Riyadh,SA,24.6877,46.7219,69.94,21,0,5.21,clear sky
555,Narayangarh,IN,30.4833,77.1333,77.77,22,19,3.74,few clouds
556,Masuda,JP,34.6667,131.85,52.07,62,75,8.05,broken clouds
557,Olafsvik,IS,64.8945,-23.7142,41.97,69,97,9.8,overcast clouds
558,Santiago,CL,-33.4569,-70.6483,70.99,48,0,11.5,clear sky
559,Baijiantan,CN,45.6333,85.1833,56.5,15,1,7.2,clear sky
560,Isangel,VU,-19.55,169.2667,82.69,72,100,1.21,overcast clouds
561,Itaituba,BR,-4.2761,-55.9836,74.91,98,100,0.47,overcast clouds
562,Kloulklubed,PW,7.0419,134.2556,81.1,72,99,3.44,overcast clouds
563,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.45,92,68,2.17,broken clouds
564,Palauig,PH,15.435,119.9045,82.98,67,9,1.66,clear sky
565,Karachi,PK,24.9056,67.0822,80.42,83,20,6.91,few clouds
566,Marakkanam,IN,12.2,79.95,83.62,77,44,5.61,scattered clouds
567,Contamana,PE,-7.3333,-75.0167,78.22,72,85,2.04,overcast clouds
568,Saint-Remi,CA,45.2668,-73.6159,44.98,57,83,9.22,broken clouds
569,Churapcha,RU,62.0025,132.4325,30.07,75,19,11.56,few clouds
570,Port-Gentil,GA,-0.7193,8.7815,80.56,94,40,3.44,scattered clouds
571,Barrhead,GB,55.7992,-4.3929,52.02,84,75,10.0,broken clouds
572,Nanga Eboko,CM,4.6833,12.3667,70.84,96,78,2.1,light rain
573,Berezovyy,RU,51.6667,135.7,33.15,77,96,3.56,overcast clouds
574,Cockburn Town,TC,21.4612,-71.1419,78.76,78,75,9.22,broken clouds
575,Hoi An,VN,15.8794,108.335,75.16,85,90,4.81,overcast clouds
576,Barranca,PE,-10.75,-77.7667,66.09,84,9,9.66,clear sky
577,Kjollefjord,NO,70.9457,27.3465,44.65,87,75,19.57,broken clouds
578,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,0,6.91,clear sky
579,Santa Cecilia,BR,-26.9608,-50.4269,48.47,91,15,3.22,few clouds
580,Swan River,CA,52.1058,-101.2676,30.09,37,100,2.3,overcast clouds
581,Vestmanna,FO,62.1564,-7.1664,45.52,93,100,11.5,mist
582,Betsiamites,CA,48.9413,-68.646,39.6,70,100,18.19,overcast clouds
583,Palu,ID,-0.8917,119.8707,82.38,77,83,2.13,broken clouds
584,Kyzyl-Suu,KG,42.3414,78.0056,49.75,37,32,7.02,scattered clouds
585,Pakaur,IN,24.6333,87.85,77.7,85,0,3.51,clear sky
586,Hlubocky,CZ,49.6178,17.3944,39.33,67,77,4.56,broken clouds
587,Linhares,BR,-19.3911,-40.0722,71.02,75,50,5.61,scattered clouds
588,Vieste,IT,41.8825,16.175,52.68,57,100,16.71,overcast clouds
589,Rassvet,RU,46.8333,40.75,53.98,84,100,2.46,overcast clouds
590,Ontario,US,34.0633,-117.6509,86.0,39,40,12.66,scattered clouds
591,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,56,40,12.66,scattered clouds
592,Bunumbu,SL,8.1667,-10.8667,73.33,93,100,3.53,light rain
593,Saint-Pierre,RE,-21.3393,55.4781,74.88,86,75,1.14,broken clouds
594,Matara,LK,5.9485,80.5353,78.89,85,99,5.03,overcast clouds
595,Trairi,BR,-3.2778,-39.2689,76.32,92,99,4.45,overcast clouds
596,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,75,68,10.47,broken clouds
597,Mnogovershinnyy,RU,53.9353,139.9242,27.63,82,62,4.05,broken clouds
598,Inhambane,MZ,-23.865,35.3833,71.91,92,90,5.53,moderate rain
599,Chicama,PE,-7.8447,-79.1469,63.14,76,3,7.47,clear sky
600,Batsfjord,NO,70.6345,29.7185,40.78,93,100,4.61,overcast clouds
601,Luchegorsk,RU,46.4764,134.2569,43.47,44,3,8.72,clear sky
602,Labrea,BR,-7.2586,-64.7981,74.26,99,100,1.32,overcast clouds
603,Iracoubo,GF,5.4802,-53.2011,77.23,87,30,10.96,scattered clouds
604,Glogow,PL,51.6636,16.0845,36.68,78,82,5.26,broken clouds
605,Te Anau,NZ,-45.4167,167.7167,60.22,57,24,3.8,few clouds
606,Brigantine,US,39.4101,-74.3646,50.2,39,0,9.22,clear sky
607,Itoman,JP,26.1247,127.6694,70.57,67,75,3.44,broken clouds
608,Kramat,ID,-8.1311,113.4499,79.74,84,85,1.43,overcast clouds
609,Grajau,BR,-5.8194,-46.1386,74.89,94,99,1.83,overcast clouds
610,Kroya,ID,-7.6331,109.2461,80.24,84,93,2.89,overcast clouds
611,Narsipatnam,IN,17.6667,82.6167,77.67,62,95,1.43,overcast clouds
612,Santiago De Cao,PE,-7.9589,-79.2392,64.53,82,20,9.22,fog
613,Assiniboia,CA,49.6334,-105.9845,31.82,47,93,9.22,overcast clouds
614,Calabozo,VE,8.9242,-67.4293,77.52,79,100,8.25,overcast clouds
615,Namibe,AO,-15.1961,12.1522,73.02,78,23,5.53,few clouds
616,Nome,US,64.5011,-165.4064,30.27,86,100,20.71,light snow
617,Barcelona,ES,41.3888,2.159,60.6,70,0,4.61,clear sky
618,Namatanai,PG,-3.6667,152.4333,85.42,66,95,10.96,overcast clouds
619,Caravelas,BR,-17.7125,-39.2481,77.86,62,100,10.96,overcast clouds
620,Acarau,BR,-2.8856,-40.12,78.24,85,85,7.05,overcast clouds
621,Lanxi,CN,29.2195,119.477,55.85,90,100,1.36,overcast clouds
622,The Pas,CA,53.8251,-101.2541,32.02,32,40,4.61,scattered clouds
623,Awbari,LY,26.5921,12.7805,63.41,34,41,7.85,scattered clouds
624,Hollister,US,36.8525,-121.4016,73.74,41,0,16.11,clear sky
625,Businga,CD,3.3333,20.8833,72.64,87,39,1.61,scattered clouds
626,Sehithwa,BW,-20.4667,22.7167,68.47,81,64,7.4,broken clouds
627,Ust-Ishim,RU,57.6935,71.1665,29.5,87,65,3.67,broken clouds
628,Mumford,GH,5.2618,-0.759,80.82,82,100,12.82,overcast clouds
629,Keflavik,IS,64.0049,-22.5624,41.43,70,75,8.05,broken clouds
630,Kemijarvi,FI,66.7131,27.4306,39.58,92,100,3.44,moderate rain
631,Rumonge,BI,-3.9736,29.4386,69.93,85,40,3.47,light rain
632,Sandnessjoen,NO,66.0217,12.6316,44.65,75,78,5.01,broken clouds
633,Riverton,US,40.5219,-111.9391,62.02,36,0,5.99,clear sky
634,Denpasar,ID,-8.65,115.2167,82.06,88,20,6.91,few clouds
635,Ust-Ilimsk,RU,58.0006,102.6619,44.17,84,81,12.82,broken clouds
636,Phuket,TH,8.0,98.25,79.02,94,20,2.3,few clouds
637,Nabire,ID,-3.3667,135.4833,80.33,87,76,1.3,broken clouds
638,Uvinza,TZ,-5.1036,30.3911,64.13,95,9,0.76,clear sky
639,Rock Sound,BS,24.9,-76.2,75.43,80,98,19.01,overcast clouds
640,Synya,RU,65.3718,58.0387,26.35,96,99,7.43,overcast clouds
641,Shakawe,BW,-18.3667,21.85,66.85,81,56,1.74,broken clouds
642,Mbandaka,CD,0.0487,18.2603,73.92,87,100,3.53,overcast clouds
643,Gloversville,US,43.0528,-74.3438,42.94,62,40,6.91,scattered clouds
644,Crotone,IT,39.0851,17.1178,51.19,79,100,28.54,overcast clouds
645,Nuuk,GL,64.1835,-51.7216,23.88,85,100,4.0,overcast clouds
646,Dunda,TZ,-8.1167,34.25,63.34,93,37,1.5,scattered clouds
647,Aktau,KZ,43.65,51.2,46.98,70,0,6.26,clear sky
648,Kampot,KH,10.6167,104.1833,82.45,82,100,4.92,overcast clouds
649,Agvali,RU,42.5385,46.1197,41.52,71,23,11.39,few clouds
650,Litovko,RU,49.2361,135.1742,36.41,79,100,4.63,overcast clouds
651,Bilecik,TR,40.0,30.1667,51.89,99,85,3.71,overcast clouds
652,Celestun,MX,20.8667,-90.4,80.42,74,0,16.78,clear sky
653,Belaya Gora,RU,68.5333,146.4167,15.94,90,99,3.53,overcast clouds
654,Shiyan,CN,32.6475,110.7781,54.75,71,99,7.11,overcast clouds
655,Caluquembe,AO,-13.7833,14.6833,59.94,94,98,2.71,overcast clouds
656,Mayakonda,IN,14.2833,76.0833,72.1,79,13,5.57,few clouds
657,Bagdarin,RU,54.4333,113.6,46.06,72,100,12.15,overcast clouds
658,Boralday,KZ,43.3578,76.8594,49.86,57,40,6.71,scattered clouds
659,Itigi,TZ,-5.7,34.4833,62.01,96,55,5.61,broken clouds
660,Valleyview,CA,55.0667,-117.2859,37.54,48,100,7.87,overcast clouds
661,Ojinaga,MX,29.5667,-104.4167,94.15,10,0,13.8,clear sky
662,Buchanan,LR,5.8808,-10.0467,78.82,84,100,7.38,overcast clouds
663,Tomatlan,MX,19.9333,-105.25,81.01,58,66,6.93,broken clouds
664,Gao,ML,16.6362,1.637,76.6,14,88,9.86,overcast clouds
665,Shestakovo,RU,56.4915,103.96,44.37,95,100,5.93,overcast clouds
666,Luorong,CN,24.4058,109.6086,54.25,91,100,7.27,overcast clouds
667,Puerto Carreno,CO,6.189,-67.4859,85.98,66,75,1.14,broken clouds
668,Guerrero Negro,MX,27.9769,-114.0611,65.39,66,80,19.64,broken clouds
669,Nuevo Progreso,MX,23.1667,-97.95,84.54,65,15,3.0,few clouds
670,Cayenne,GF,4.9333,-52.3333,81.09,1,0,3.44,clear sky
671,Krasnoselkup,RU,65.7,82.4667,12.33,94,89,12.62,overcast clouds
672,Castilho,BR,-20.8722,-51.4875,64.0,69,0,7.63,clear sky
673,Priamurskiy,RU,48.5217,134.9028,34.21,94,100,1.77,overcast clouds
674,Lake Havasu City,US,34.4839,-114.3224,94.06,7,0,6.91,clear sky
675,Ugra,RU,54.7777,34.3267,31.6,81,90,9.55,overcast clouds
676,Havelock,US,34.8791,-76.9013,60.8,64,0,16.11,clear sky
677,Koundara,GN,12.4833,-13.3,86.45,36,67,10.25,broken clouds
678,Sakaiminato,JP,35.55,133.2333,49.98,76,75,4.61,broken clouds
679,Kortkeros,RU,61.8106,51.5806,28.4,93,51,5.41,broken clouds
680,Bermeo,ES,43.4209,-2.7215,56.48,84,93,9.44,overcast clouds
681,Bubaque,GW,11.2833,-15.8333,74.95,77,32,17.67,scattered clouds
682,Lasa,IT,46.6166,10.7002,39.36,76,10,2.75,clear sky
